name,Tc
Ru0.97Ti0.03Sr2Gd1Cu2O8,40.3
Ru0.97Co0.03Sr2Gd1CuO8,13
Ru0.975Sn0.025Sr2Gd1Cu2O8,36.9
Ru0.95Ti0.05Sr2Gd1Cu2O8,32.2
Ru0.95Sn0.05Sr2Gd1Cu2O8,30
Ru0.95Rh0.05Sr2Gd1Cu2O8,34.575
Ru0.95Ir0.05Sr2Gd1Cu2O8,32.5
Ru0.95Co0.05Sr2Gd1CuO8,5.5
Ru0.92Ce0.58Sr1.7Eu1.8Cu2O10,26
Ru0.925Ti0.075Sr2Gd1Cu2O8,29.2
Ru0.925Sn0.075Sr2Gd1Cu2O8,37.8
Ru0.925Rh0.075Sr2Gd1Cu2O8,29.8
Ru0.8Sr2Y1Cu2.2O8.1,65
Ru0.8Sr2Y1Cu2.2O7.8,43
Ru0.8Sn0.2Sr2Eu1Cu2O8,30.3
Ru0.8Rh0.2Sr2Gd1Cu2O8,12.9
Ru0.86Rh0.14As1,0.75
Ru0.7Rh0.3P1,1.13
Ru0.77Rh0.23As1,1.88
Ru0.6Sn0.4Sr2Eu1Cu2O8,24.2
Ru0.5W0.5,5.41
Ru0.5Nb0.5Sr2Gd1.4Ce0.6Cu2O9.64,30
Ru0.58W0.42,5.2
Ru0.58Rh0.42As1,0.68
Ru0.55Rh0.45P1,3.6
Ru0.4W0.6,4.835
Ru0.4V0.6,1
Ru0.4Rh0.6P1,1.27
Ru0.47V0.53,4.53
Ru0.475V0.525,3.12
Ru0.46V0.54,5.16
Ru0.465V0.535,5.8
Ru0.45V0.55,4
Ru0.452V0.548,4.2
Ru0.445V0.555,3.48
Ru0.43V0.57,2.92
Ru0.42V0.58,2.12
Ru0.1Zr0.9,5.7
Ru0.1Ti0.9,3.5
Ru0.05Ti0.95,2.5
Rh5Y1,0.56
Rh5Th1,1.07
Rh45Ta55,3.37
Rh43Zr57,2.18
Rh41Zr59,2.44
Rh3Y1,1.07
Rh3Th7,2.15
Rh3Bi14,2.94
Rh37Zr63,2.86
Rh2Y3,1.48
Rh2Ta3,2.35
Rh2Sr1,6.2
Rh27Zr73,3.57
Rh24Zr76,3.67
Rh23Zr77,3.66
Rh20Zr80,3.72
Rh1Zr3,7.65
Rh1Zr2,11.165
Rh1Zr1,1.35
Rh1Y3,0.65
Rh1W1,3.37
Rh1V3,0.19
Rh1Th1,0.36
Rh1Te2,0.755
Rh1Ta1,2
Rh1Sn2,0.6
Rh1Se2,4.35
Rh1Se1.75,6
Rh17S15,5.52
Rh16Ir1S15,4.08
Rh15Ir2S15,3.5
Rh1,0.08138375
Rh0.94Se2,5.19
Rh0.91Ti0.4W0.05,3.4
Rh0.91Ti0.4V0.05,2.9
Rh0.91Ti0.09,2
Rh0.91Ti0.04Zr0.05,1.8
Rh0.91Ti0.04Y0.05,1.4
Rh0.8Y0.2,1.18
Rh0.8Ru0.2Se2,1.33
Rh0.88Ti0.12,4
Rh0.88Ru0.12Se2,2.28
Rh0.7Ru0.3Se2,0.62
Rh0.6Ru0.4Se2,0.18
Rh0.67Te0.33,0.49
Rh0.5Pd0.5Pb2,1.7
Rh0.53Se0.47,6
Rh0.4Zr0.6,7
Rh0.4Ta0.6,2.35
Rh0.3W0.7,7.3
Rh0.36Se0.64,6
Rh0.35V0.65,1.075
Rh0.33Zr0.67,11.25
Rh0.33Zr0.66,11.2
Rh0.33Ta0.66,7
Rh0.32Ru0.68,0.11
Rh0.2Ru0.8,0.18
Rh0.25Zr0.75,6.556666667
Rh0.24Sc0.76,0.9
Rh0.1Zr0.9,9.9
Rh0.1Ti0.9,4
Rh0.17Zr0.83,9.6
Rh0.14Zr0.86,10.3
Rh0.12Zr0.88,11
Rh0.12Ti0.88,4
Rh0.106Ti0.894,4.28
Rh0.105Ru0.895,0.27
Rh0.09Zr0.91,10.1
Rh0.08Zr0.92,7.85
Rh0.08Ti0.92,3.5
Rh0.07Zr0.93,5.95
Rh0.075Zr0.925,6.225
Rh0.06Zr0.94,5.866666667
Rh0.06Ti0.94,2.6
Rh0.065Zr0.935,5.9
Rh0.05Zr0.95,5
Rh0.04Zr0.96,4.4
Rh0.04Ti0.96,2
Rh0.04Ta0.05Ti0.91,2.3
Rh0.04Sc0.05Ti0.91,1.3
Rh0.04Ru0.96,0.38
Rh0.04Ru0.05Ti0.91,3.5
Rh0.03Zr0.97,5.626666667
Rh0.03Ti0.97,1.62
Rh0.0375Zr0.925,3.65
Rh0.035Zr0.965,5
Rh0.02Zr0.98,2.4
Rh0.02U0.98,0.97
Rh0.02Ti0.98,2.465
Rh0.027Zr0.973,3.6
Rh0.025Ti0.975,1.79
Rh0.01Zr0.99,2.92
Rh0.01Ti0.99,1.78
Rh0.015Ti0.985,1.6
Rh0.005Zr1,5.8
Rh0.005Zr0.995,3.5
Rh0.005Ti0.995,1.295
Re6Zr1,7.05
Re3W1,8.733333333
Re3V1,6.26
Re3Ta1,5.765
Re30Zr70,2.69
Re2Zr1,6.366666667
Re2Y1,1.83
Re2Th1,5.025
Re2Si1,3.8
Re2Sc1,1.71
Re24Zr5,3.875
Re24Ti6,6.6
Re24Ti5,6.6
Re24Sc5,2.2
Re1Y1Os1,2
Re1Ti1O5,5.71
Re1Ta1,0.65
Re1Ge2,2.7
Re16Zr84,3.32
Re10Zr90,4.12
Re1,2.581333333
Re0.9V0.1,9.4
Re0.999W0.001,1.723
Re0.9993Mo0.0007,1.694
Re0.994W0.006,1.84
Re0.98Rh0.02,2.014
Re0.9865Ru0.0135,1.937
Re0.976W0.024,3
Re0.9467Os0.0533,1.934
Re0.92V0.08,6.8
Re0.8V0.2,6.2
Re0.83Ti0.17,7.05
Re0.83Ru0.17,2.23
Re0.7W0.3,4.9
Re0.76V0.24,4.52
Re0.75Ta0.25,5.74
Re0.73W0.27,8.3
Re0.71V0.29,8.4
Re0.6W00.4,6
Re0.6W0.4,6.866666667
Re0.6V0.4,2.2
Re0.6Ta0.4,1.4
Re0.67Zr0.33,6.8
Re0.67Y0.33,1.83
Re0.65Ta0.35,1.58
Re0.64Ta0.36,1.46
Re0.5W0.5,6.61
Re0.52W0.48,5.2
Re0.4W0.6,5.08
Re0.35W0.65,6.75
Re0.2Ta0.8,0.21
Re0.25W0.75,4.6
Re0.1Ta0.9,1.49
Re0.15W0.85,2.4
Re0.15Ta0.85,0.75
Re0.075Ta0.925,2.08
Re0.05Ta0.95,2.77
Re0.05Rh0.04Ti0.91,2.3
Re0.025Ta0.975,3.458
Rb3C60C60,29
Rb2K1C60,25.4
Rb2Fe4Se5,32
Rb2Cs1C60,31.15
Rb2Cr3As3,4.8
Rb2.7Tl2.2C60,23.2
Rb1V6S8,0.65
Rb1Os2O6,6.318
Rb1Os1O6,6.3
Rb1Hg1C8,1.43
Rb1Hg1C4,0.99
Rb1Fe2As2,1.983333333
Rb1Eu1Fe4As4,36.5
Rb1Cs2C60,33
Rb1Bi1O3,11
Rb0.9Bi1.1O3,11
Rb0.8Fe2Se2,31.4
Rb0.8Fe2Se1.9Te0.1,26.25
Rb0.8Fe2Se1.8Te0.2,25.05
Rb0.8Fe2Se1.7Te0.3,25.5
Rb0.8Fe2Se1.75Te0.25,22.2
Rb0.8Fe1.7Se2,31.875
Rb0.8Fe1.6Se2,32.4
Rb0.8Fe1.68Se2,32
Rb0.88Fe1.81Se2,31.3
Rb0.801Fe1.602Se2,32.4
Rb0.7Bi1.3O3,11
Rb0.796Fe1.596Se2,32.4
Rb0.77Fe1.61Se2,32.6
Rb0.76Fe1.62Se2,29.5
Rb0.75Fe1.6Se2,32
Rb0.75Fe1.6Se1S1,22
Rb0.75Fe1.6Se1.75S0.25,24
Rb0.75Fe1.6Se1.5S0.5,28
Rb0.74Fe1.6Se2,32.4
Rb0.6Bi1.4O3,11
Rb0.653Fe1.532Se2,30.9
Rb0.5Ti1N1Cl1,16.3
Rb0.5Nb1S2,1.8
Rb0.33W1O3,2.27
Rb0.33Ta1S2,3
Rb0.2W1O3,4.126666667
Rb0.27W1O3,1.9
Rb0.27W1O2.93,3
Rb0.23W1O3.05,5.01
Rb0.23W1O3,3.25
Rb0.22Ti1N1Br1,16.3
Rb0.1W1O2.9F0.1,3.6
Rb0.1Li0.1W1O2.8F0.2,2
Rb0.1Li0.05W1O2.85F0.15,3.1
Rb0.1Li0.02W1O2.88F0.12,3.4
Rb0.19W1O3.001,5.02
Rb0.19W1O3,5.5
Rb0.18W1O3,4.24
Rb0.16W1O3,4.95
Rb0.14W1O3,5.1
Pu1Rh1Ga5,7.283333333
Pu1Co0.9Ni0.1Ga5,16.6
Pu1Co0.9Fe0.1Ga5,13.5
Pu1Co0.8Fe0.2Ga5,10
Pu1Co0.5Rh0.5Ga5,15.5
Pu1Co0.1Rh0.9Ga5,10.2
Pu0.9U0.1Co1Ga5,8.4
Pt5Th1,3.13
Pt3Y7,0.82
Pt3V1,0.254
Pt3U1,0.523363636
Pt3Th7,0.49
Pt2Y8,0.9
Pt2Y3,0.9
Pt2Y1,2.835
Pt2Sr1,0.35
Pt2.2Y1,1.7
Pt1Zr1,3
Pt1V3.5,1.26
Pt1V3,3.005
Pt1V2.5,1.36
Pt1Tl2,1.58
Pt1Ti3,0.58
Pt1Th1,0.44
Pt1Te1,0.59
Pt1Ta1,1
Pt1Sn4,1.19
Pt1Sn1,0.37
Pt1Si1,0.88
Pt1Sb1,2.1
Pt1,0.004156667
Pt0.73W0.27,0.213
Pt0.5W0.5,1.45
Pt0.52W0.48,1.35
Pt0.43W0.57,2.09
Pt0.42Y0.58,0.76
Pt0.3Ta0.7,1.225
Pt0.33W0.67,3.02
Pt0.25V0.75,3.2
Pt0.22V0.78,1.76
Pt0.15Ta0.85,0.4
Pt0.113Ru0.887,0.21
Pt0.06Ru0.94,0.29
Pt0.05Rh0.04Ti0.91,4.3
Pt0.035W0.965,1.98
Pt0.02U0.98,0.87
Pt0.017U0.983,0.85
Pt0.014Ru0.986,0.43
Pr4Fe2As2Te0.88O4,25.05
Pr2Tl2Sr2Cu3O11,43
Pr2Pt3Ge5,7.8
Pr2Ba4Cu7O14.74,15.5
Pr2Ba4Cu7O14.5,10
Pr2Ba4Cu7O14.44,20.75
Pr2Ba4Cu7O14.36,20.6
Pr2Ba4Cu7O14.3,21
Pr2Ba4Cu7O14.21,23
Pr2Ba4Cu7O14.06,30.5
Pr1V2Al20,0.029666667
Pr1Tl2Sr2Ca4Cu5O2,88
Pr1Ti2Al20,0.19
Pr1Th3.4Ru0.6B4,2.3
Pr1Ru4Sb12,0.945
Pr1Ru4P12,1.8
Pr1Ru4As12,2.3825
Pr1Pt4Ge9Sb3,1.4
Pr1Pt4Ge9.5Sb2.5,0.69
Pr1Pt4Ge8Sb4,1.4
Pr1Pt4Ge12,7.876
Pr1Pt4Ge11Sb1,2.68
Pr1Pt4Ge11.5Sb0.5,4.43
Pr1Pt4Ge10Sb2,1.27
Pr1Pt4Ge10.5Sb1.5,1.71
Pr1Pt2B2C1,6
Pr1Pt2.1B2.4C1.2,6
Pr1Pt1.5Au0.6B2C1,6
Pr1Pt1.5Au0.6B2.4C1.2,6.2
Pr1Os4Sb12,1.60125
Pr1Os3.8Ru0.2Sb12,1.655
Pr1Os3.6Ru0.4Sb12,1.6
Pr1Os3.4Ru0.6Sb12,1.53
Pr1Os3.2Ru0.8Sb12,1.49
Pr1Os2Ru2Sb12,0.805
Pr1Os2.8Ru1.2Sb12,1.05
Pr1Os2.4Ru1.6Sb12,1.16
Pr1Os1Ru3Sb12,0.84
Pr1Os1.6Ru2.4Sb12,0.755
Pr1Os1.2Ru2.8Sb12,0.805
Pr1Os0.6Ru3.4Sb12,0.955
Pr1Os0.4Ru3.6Sb12,1.04
Pr1Os0.2Ru3.8Sb12,1.16
Pr1Ni1As1H0.06O0.94,1.6
Pr1Ni0.79Bi1.98,4.2
Pr1Mo6S8,2.55
Pr1Ir2Zn20,0.06
Pr1Fe1P1O1,3.586666667
Pr1Fe1P1F0.1O0.9,2.34
Pr1Fe1As1O0.896,44.4
Pr1Fe1As1O0.85,48.2
Pr1Fe1As1O0.7,46.25
Pr1Fe1As1O0.6,44
Pr1Fe1As1H0.6O0.6,49.7
Pr1Fe1As1F0.225O0.775,50
Pr1Fe1As1F0.1O0.9,43.5
Pr1Fe1As1F0.154O0.846,46.4
Pr1Fe1As1F0.11O0.89,45
Pr1Fe1As1F0.082O0.918,14.6
Pr1Fe1As0.9P0.1F0.1O0.9,35.2
Pr1Fe1As0.8P0.2F0.1O0.9,29.2
Pr1Fe1As0.6P0.4F0.1O0.9,23.4
Pr1Fe1As0.4P0.6F0.1O0.9,17.4
Pr1Fe1As0.2P0.8F0.1O0.9,8.71
Pr1Fe0.9Co0.1As1O1,14.9
Pr1Fe0.9Co0.1As0.9P0.1O1,14.7
Pr1Fe0.9Co0.1As0.95P0.05O1,14.2
Pr1Fe0.9Co0.1As0.8P0.2O1,10.9
Pr1Fe0.9Co0.1As0.85P0.15O1,12.2
Pr1Fe0.9Co0.1As0.7P0.3O1,9.86
Pr1Fe0.9Co0.1As0.5P0.5O1,7.46
Pr1Fe0.95Co0.05As1O1,6.14
Pr1Fe0.925Co0.075As1O1,15.03333333
Pr1Fe0.8Co0.2As1O1,2
Pr1Fe0.85Co0.15As1O1,7.485
Pr1Fe0.7Co0.3As1O1,4
Pr1Bi1S2F0.5O0.5,3.6725
Pr1Ba2Cu3O6.8,81
Pr185Ce0.15Cu1O4,20
Pr1.9Ce0.1Cu1O3.98,9
Pr1.96Ce0.04Cu1O4,23.6
Pr1.91Ce0.09Cu1O4,21.5
Pr1.8Ce0.2Cu1O4,3
Pr1.87Ce0.13Cu1O4,9.4
Pr1.87Ce0.13Cu1O3.99,16
Pr1.86Ce0.14Cu1O4,19.35
Pr1.85Th0.15Cu1O3.98,17.2
Pr1.85Ce0.15Cu1O4.175,16.25
Pr1.85Ce0.15Cu1O4.161,18.85
Pr1.85Ce0.15Cu1O4.065,16.75
Pr1.85Ce0.15Cu1O3.98,19.53333333
Pr1.85Ce0.15Cu1O3.97,20
Pr1.85Ce0.15Cu0.99Zn0.01O4.065,18.41
Pr1.85Ce0.15Cu0.99V0.01O3.98,22
Pr1.85Ce0.15Cu0.99Ni0.01O4.065,0.93
Pr1.85Ce0.15Cu0.998Ni0.002O4.065,15.89
Pr1.85Ce0.15Cu0.995Zn0.005O4.065,18.9
Pr1.85Ce0.15Cu0.995Ni0.005O4.065,11.92
Pr1.85Ce0.15Cu0.993Ni0.007O4.065,7.02
Pr1.85Ce0.15Cu0.98Zn0.02O4.065,18.01
Pr1.85Ce0.15Cu0.98V0.02O3.98,22.3
Pr1.85Ce0.15Cu0.985Zn0.015O4.065,18.28
Pr1.85Ce0.15Cu0.97V0.03O3.98,21.2
Pr1.85Ce0.15Cu0.96V0.04O3.98,22.4
Pr1.83Ce0.17Cu1O4,15.425
Pr1.83Ce0.17Cu1O3.99,13
Pr1.8315Y0.0185Ce0.15Cu1O4,16
Pr1.79Ce0.15Sr0.06Cu1O3.94,21
Pr1.7945Y0.0555Ce0.15Cu1O4,15
Pr1.7575Y0.0925Ce0.15Cu1O4,14.5
Pr1.74Ce0.15Sr0.11Cu1O3.96,18
Pr1.665Y0.185Ce0.15Cu1O4,13
Pr1.665Gd0.185Ce0.15Cu1O4,15.5
Pr1.5725Y0.2775Ce0.15Cu1O4,11
Pr1.48Y0.37Ce0.15Cu1O4,9.5
Pr1.48Gd0.37Ce0.15Cu1O4,14.5
Pr1.295Gd0.555Ce0.15Cu1O4,13.5
Pr1.11Gd0.74Ce0.15Cu1O4,12.5
Pr0.9Sr0.1Fe1As1O1,12.8
Pr0.9Nd0.1Os4Sb12,1.73
Pr0.9La0.1Os4Sb12,1.7
Pr0.9Ce0.1Pt4Ge12,4.11
Pr0.98La0.02Os4Sb12,1.8
Pr0.96La0.04Ir2Zn20,0.07
Pr0.95Sr0.05Fe1As1O1,4.86
Pr0.95La0.05Os4Sb12,1.815
Pr0.95Ce0.05Pt4Ge12,5.75
Pr0.93Ce0.07Pt4Ge12,5.52
Pr0.925Gd0.925Ce0.15Cu1O4,9.5
Pr0.91La1Ce0.09Cu1O4,24.6
Pr0.915Ce0.085Pt4Ge12,4.61
Pr0.8Sr0.2Fe1As1O1,14.6
Pr0.8Sr0.2Fe0.9Co0.1As1O1,6.86
Pr0.8Sr0.2Fe0.97Zn0.03As1O1,13
Pr0.8Sr0.2Fe0.95Co0.05As1O1,7.05
Pr0.8Sr0.2Fe0.94Zn0.06As1O1,12
Pr0.8Sr0.2Fe0.925Co0.075As1O1,3.5
Pr0.8Sr0.2Fe0.8Co0.2As1O1,11.5
Pr0.8Sr0.2Fe0.85Co0.15As1O1,15.9
Pr0.8Sr0.2Fe0.7Co0.3As1O1,4.48
Pr0.8Nd0.2Os4Sb12,1.52
Pr0.8La1Ce0.2Cu1O4,15.6
Pr0.8La0.2Os4Sb12,1.7225
Pr0.8Ce0.2Pt4Ge12,1.767
Pr0.89La1Ce0.11Cu1O4,24.6
Pr0.89La1Ce0.11Cu1O3.98,26
Pr0.88La1Ce0.12Cu1O3.947,22
Pr0.88La1Ce0.12Cu1O3.934,24
Pr0.88La1Ce0.12Cu1O3.908,27
Pr0.86Ce0.14Pt4Ge12,3.43
Pr0.85Sr0.15Fe1As1O1,15.5
Pr0.85La1Ce0.15Cu1O4,24
Pr0.85La1Ce0.15Cu1O3.95,19
Pr0.83La1Ce0.17Cu1O4,19.8
Pr0.82La1Ce0.18Cu1O4,16.2
Pr0.7Nd0.3Os4Sb12,1.27
Pr0.7La0.3Os4Sb12,1.528
Pr0.75Sr0.25Fe1As1O1,16.25
Pr0.75Nd0.25Os4Sb12,1.48
Pr0.75Ce0.25Pt4Ge12,1.015
Pr0.74Gd1.11Ce0.15Cu1O4,7.5
Pr0.73La0.27Ir2Zn20,0.093
Pr0.6Sr0.4Fe1As0.9Sb0.1O1,22
Pr0.6Nd0.4Os4Sb12,0.89
Pr0.6La0.4Os4Sb12,1.542
Pr0.65Sr0.35Fe1As1O1,16.5
Pr0.65Sr0.35Fe1As0.9Sb0.1O1,21.87
Pr0.65Sr0.35Fe1As0.95P0.05O1,15.4
Pr0.65Sr0.35Fe1As0.8Sb0.2O1,22
Pr0.65Sr0.35Fe1As0.85Sb0.15O1,21.9
Pr0.65Ce0.35Pt4Ge12,0.29
Pr0.5Nd0.5Os4Sb12,0.6
Pr0.55Nd0.45Os4Sb12,1.01
Pr0.4La0.6Os4Sb12,1.172
Pr0.342Th0.658,0.32
Pr0.2La0.8Os4Sb12,0.9865
Pr0.2Ca0.8Ba1La1Cu3O7.1,33.5
Pr0.25La0.75Ir2Zn20,0.28
Pr0.251Th0.749,0.53
Pr0.1La1.7Sr0.2Cu1O4,36
Pr0.179Th0.821,0.75
Pr0.102Th0.898,0.95
Pd9Se2,0.67
Pd7Se2,0.53
Pd6Se1,0.66
Pd6.7Se1,0.66
Pd5Se2,2.3
Pd50.99745Cr0.00255Sb49,1.35
Pd50.9745Mn0.0255Sb49,1.46
Pd50.93625Fe0.06375Sb49,1.22
Pd50.8725Fe0.1275Sb49,1.03
Pd50.745V0.255Sb49,0.91
Pd50.745Ti0.255Sb49,1.61
Pd50.745Sc0.255Sb49,1.56
Pd50.745Ru0.255Sb49,1.57
Pd50.745Nb0.255Sb49,1.6
Pd50.745Mo0.255Sb49,1.67
Pd50.49V0.51Sb49,0.5
Pd4Se1,0.21
Pd49.75V0.25Sb50,1.13
Pd49.75Ni0.25Sb50,1.5
Pd49.75Cu0.25Sb50,1.56
Pd49.75Co0.25Sb50,1.57
Pd45.9Ni5.1Sb49,1.23
Pd3Te1,0.76
Pd3Sn2,0.64
Pd35Zr65,1.98
Pd34Zr66,2.1
Pd34Se11,2.66
Pd32Zr68,2.24
Pd31Zr69,2.34
Pd2Zr1In1,3.1
Pd2Zr1Al1,3.2
Pd2Zr0.9Nb0.1Al1,2.1
Pd2Yb1Sn1,2.39
Pd2Yb1Pb1,2.65
Pd2Y1Sn1,4.55
Pd2Y1Pb1,2.3
Pd2Y0.9Yb0.1Sn1,4.37
Pd2Y0.9Tm0.1Sn1,4.12
Pd2Y0.9Ho0.1Sn1,4.06
Pd2Y0.9Er0.1Sn1,3.87
Pd2Y0.9Dy0.1Sn1,3.46
Pd2Y0.98Gd0.02Sn1,3.24
Pd2Y0.95Tm0.05Sn1,4.12
Pd2Y0.95Gd0.05Sn1,2.41
Pd2Y0.8Er0.2Sn1,3.73
Pd2Y0.8Dy0.2Sn1,1.4
Pd2Y0.85Dy0.15Sn1,2.8
Pd2Y0.7Yb0.3Sn1,4.03
Pd2Y0.7Er0.3Sn1,3.8
Pd2Y0.75Tm0.25Sn1,3.73
Pd2Y0.6Er0.4Sn1,2.77
Pd2Y0.5Tm0.5Sn1,3.65
Pd2Y0.25Tm0.75Sn1,3.06
Pd2Tm1Sn1,2.82
Pd2Tm1Pb1,2.1
Pd2Sn1Y1,4.9
Pd2Sn1,0.41
Pd2Se1,2.2
Pd2Sc1Sn1,2.1
Pd2Sc1Pb1,2.4
Pd2Lu1Sn1,3.05
Pd2Lu1Pb1,2.4
Pd2In1Y1,1.04
Pd2Hf1In1,2.4
Pd2Hf1Al1,3.583333333
Pd2Hf0.75Y0.25Al1,3.2
Pd2Hf0.5Y0.5Al1,2.9
Pd29Zr71,2.49
Pd27Zr73,2.6
Pd23Zr77,2.84
Pd22Zr78,2.88
Pd20Zr80,2.91
Pd2.8Se1,2.3
Pd2.8S1,1.63
Pd2.2S1,1.63
Pd1Zr3,2.96
Pd1Zr2,2.36
Pd1V3,0.081
Pd1Tl2,1.32
Pd1Tl1Pb1,1.78
Pd1Th2,0.75
Pd1Te2.3,1.85
Pd1Te2.1,1.89
Pd1Te2,1.61
Pd1Te1.08,1.88
Pd1Te1.06,2.11
Pd1Te1.04,2.28
Pd1Te1.02,2.56
Pd1Te1,3.01
Pd1Sn2,3.34
Pd1Sn1,0.41
Pd1Si1,0.93
Pd1Se1Te1,0.6
Pd1Sb2,1.25
Pd1Sb1Te1,1.2
Pd1Sb1Se1,1
Pd1Sb1,1.58
Pd17Se15,1.1
Pd16.5Sb83.5,4.9
Pd1.75Te2,2.25
Pd1.5Te2,2.21
Pd1.25Te2,2.2
Pd1.1Te1,4.07
Pd1.05Te2,1.77
Pd0.9Pt0.1Te2,1.65
Pd0.985Ni0.015H0.84,2.52
Pd0.985Ni0.015H0.79,2.8
Pd0.985Ni0.015H0.75,1.72
Pd0.95Te2,1.89
Pd0.95Rh0.05Te2,1.65
Pd0.95Pt0.05Te2,1.71
Pd0.95Ni0.05H0.9,2.95
Pd0.95Ni0.05H0.86,1.49
Pd0.87Te2,1.85
Pd0.84Au0.16H0.9,13.6
Pd0.7Se0.3,2.04
Pd0.7Ag0.3H0.8,15.6
Pd0.72W0.28,0.345
Pd0.6W0.4,1.29
Pd0.67Se0.33,2.2
Pd0.5Sb0.5,1.48
Pd0.5Bi2Te3,5.5
Pd0.5Au0.5Pb2,3.02
Pd0.5Ag0.5Th2,1.2
Pd0.56W0.44,1.58
Pd0.55Cu0.45H0.7,16.6
Pd0.52Sb0.48,1.65
Pd0.51Sb0.49,1.67
Pd0.4Ho1Te3,2.8
Pd0.49Sb0.51,1.44
Pd0.3Zr0.7,2.53
Pd0.2Ti0.8,4.71
Pd0.2Ho1Te3,2
Pd0.285Zr0.61O0.105,2.09
Pd0.26Ti0.74,1.66
Pd0.24Ti0.76,2
Pd0.1Zr0.9,7.5
Pd0.1Ti0.9,4.335
Pd0.19Ti0.81,3.08
Pd0.18Ti0.82,4.73
Pd0.165Sb0.835,4.9
Pd0.15Zr0.85,4.8
Pd0.15Ti0.85,4.32
Pd0.14Ti0.86,3.74
Pd0.12Ti1Se2,1.93
Pd0.11Ti1Se2,1.82
Pd0.07Ti0.93,3.26
Pd0.074Ti0.926,4.85
Pd0.05Ti0.95,4.64
Pd0.05Ru0.05Zr0.9,9
Pd0.05Rh0.04Ti0.91,3.7
Pd0.04Rh0.29Zr0.67,8.56
Pd0.04Ir0.96Te2,2.99
Pd0.03Ir1Te2,2.68
Pd0.03Ir0.97Te2,2.7
Pd0.02Rh0.31Zr0.67,9.85
Pd0.02Ir1Te2,2.15
Pd0.015Ru0.985,0.4
Pb7Bi3,9.05
Pb4Pt1,2.8
Pb4Ag1Bi6Se14,1.075
Pb3Zr5,4.6
Pb3Yb1,0.23
Pb3Y1,4.72
Pb3Th1,5.55
Pb3Sr1,1.85
Pb3.9Ag1.1Bi6Se14,1.7
Pb2Sr2Y0.85Ca0.15Cu3O8,47
Pb2Sr2Y0.64Ca0.36Cu3O8,65
Pb2Sr2Y0.61Ca0.39Cu3O8,77
Pb2Sr2Y0.5Ca0.5Cu3O8.6,65
Pb2Sr2Y0.5Ca0.5Cu3O8.1882,62
Pb2Sr2Y0.5Ca0.5Cu3F1.0031O7.2608,73
Pb2Sr2Y0.5Ca0.5Cu3F0.8115O7.3458,78
Pb2Sr2Y0.5Ca0.5Cu3F0.5612O7.649,72
Pb2Sr2Y0.5Ca0.5Cu3F0.253O7.9858,68
Pb2Sr2Y0.53Ca0.47Cu3O8,76
Pb2Sr2Ho0.5Ca0.5Cu3O8,75.56666667
Pb2Sr2Ho0.5Ca0.5Cu2.982Al0.018O8,63.6
Pb2Sr2Ho0.5Ca0.5Cu2.97Al0.03O8,59.1
Pb2Sr2Ho0.5Ca0.5Cu2.94Pt0.06O8,80.4
Pb2Sr2Ho0.5Ca0.5Cu2.94Al0.06O8,51.8
Pb2Sr2Ho0.05Ca0.5Cu2.994Al0.006O8,76.4
Pb2Sr2Eu0.9Ca0.1Cu3O8.1,69
Pb2Sr2Eu0.95Ca0.05Cu3O8.1,59
Pb2Sr2Eu0.8Ca0.2Cu3O8.1,73
Pb2Sr2Eu0.85Ca0.15Cu3O8.1,71
Pb2Sr2Eu0.7Ca0.3Cu3O8.1,73
Pb2Sr2Eu0.75Ca0.25Cu3O8.1,74
Pb2Sr2Eu0.65Ca0.35Cu3O8.1,71
Pb2Sr2Dy1Cu3O8,76.5
Pb2Sr0.9La1.1Cu2O6.65,30.3
Pb2Sr0.9La1.1Cu2O6.31,33.2
Pb2Rh1,2.66
Pb2Pd1,2.98
Pb2Cu0.9La1.1Cu2O7.42,18.1
Pb2Cu0.9La1.1Cu2O6.28,33.4
Pb2Cu0.9La1.1Cu2O6.24,31.3
Pb2Cu0.9La1.1Cu2O6.19,19.8
Pb2.04Sr2.07Y0.61Ca0.38Cu3O8,65
Pb1Zr3,0.76
Pb1Tl2,3.925
Pb1Tl0.27,6.43
Pb1Tl0.17,6.73
Pb1Tl0.12,6.88
Pb1Tl0.075,6.98
Pb1Tl0.04,7.06
Pb1Te1Yb1S1,5.93
Pb1Te1Sn1Te1,2.97
Pb1Te1Pb1S1,6.03
Pb1Te1,3.476666667
Pb1Ta1Se2,3.695
Pb1Ta1S3,3.09
Pb1Sr2Y0.62Ca0.38Cu3O8,71
Pb1Sr0.8Ba1.2Y0.7Ca0.3Cu3O8.41,42
Pb1Se1Eu1S1,2.48
Pb1Sb1,4.05
Pb1S3Ta1,3.11
Pb1S1Yb1S1,6.39
Pb1S1Pb1Se1,4.59
Pb1Pt1,7.2
Pb1Nb1S3,2.46
Pb1Mo6Se8,3.77
Pb1Mo6Se7.55,5
Pb1Mo6S8,12.45
Pb1Mo6S7Se1,8.4
Pb1Mo6S7.9Se0.1,12.7
Pb1Mo6S7.5Se0.5,10.6
Pb1Mo6S7,11.1
Pb1Mo6S6Se2,5.4
Pb1Mo6S6O2,11.7
Pb1Mo6S5Se3,4.3
Pb1Mo6S4Se5,3.64
Pb1Mo6S4Se4,3.2
Pb1Mo6S2Se6,4.92
Pb1Mo6S1Se7,7.13
Pb1Mo6.35S8,12
